State,County,FIPS,Total Population,Citizen Voting-Age Population,"Percent White, not Hispanic or Latino","Percent Black, not Hispanic or Latino",Percent Hispanic or Latino,Percent Foreign Born,Percent Female,Percent Age 29 and Under,Percent Age 65 and Older,Median Household Income,Percent Unemployed,Percent Less than High School Degree,Percent Less than Bachelor's Degree,Percent Rural
Texas,Hays,48209,185686,0,56.16255399,3.485992482,37.06903051,7.9349008539999994,50.334974100000004,48.4188361,10.0395291,60495,6.113342708999999,11.0602964,63.68193858,31.71214523
Virginia,Lynchburg City,51680,78755,0,62.99917466,28.22804901,3.33947051,5.854866358,53.03536283,51.5167291,13.99276236,40728,7.174604844,11.78409091,66.71136364,2.6916154989999996
New York,Wyoming,36121,41239,32645,89.88578773,5.160163923,3.205703339,1.8041174619999998,45.83040326,35.19483984,15.51201533,53612,7.136758576,11.89106901,85.00338295,64.08255248
Virginia,Hopewell City,51670,22332,0,49.892530900000004,38.85455848,7.1825183589999995,4.549525345,53.50617947,40.24717894,15.69944474,40814,10.83809524,19.08232119,85.61403509,0.0
Montana,Silver Bow,30093,34560,0,91.18055556,0.584490741,4.08275463,2.653356481,50.2662037,37.63599537,17.0775463,39580,7.041531362000001,9.229390681,74.06554019,11.44152047
New York,Niagara,36063,213374,0,86.31464002,7.086149203,2.603409975,3.9545586619999997,51.35396065,35.72787687,17.268739399999998,50094,7.139953811,9.123949117999999,76.50551484,22.4406266
Nebraska,Rock,31149,1407,1175,95.73560768,0.284292822,0.7107320540000001,0.639658849,51.10163468,29.70859986,25.87064677,48750,1.633165829,7.545367717,82.52148997,100.0
Wisconsin,Menominee,55078,4457,2945,9.086829706,0.314112632,5.6989006060000005,2.80457707,50.52726049,49.54004936,12.60937851,37147,10.99759615,10.68580542,83.53269537,100.0
Texas,Grayson,48181,124231,90015,76.87131231,5.772311258999999,12.36084391,6.121660455,51.14343441,38.76890631,16.91928746,50212,7.53577371,12.44246812,79.80870649,43.15047528
Texas,Anderson,48001,57772,0,60.02907983,21.19711971,16.96150384,6.536038219,38.757529600000005,34.86290937,13.70733227,42146,4.3437897,19.82744198,88.23163882,67.06353279
Texas,Angelina,48005,87657,0,61.672199600000006,14.58297683,21.11069281,8.041571123999999,51.21325165,41.62816432,15.06668036,44185,8.311506443999999,20.10255687,84.33981216,43.08236623
Tennessee,Coffee,47031,53808,39950,89.34359203,2.090767172,4.010556051,2.683615819,51.37154326,38.11143324,16.81162652,45456,7.035463311,14.57471012,81.54929964,47.28956739
Tennessee,Marshall,47117,31335,0,85.84968885,7.196425722000001,4.828466571,2.0169139940000003,50.91750439,37.34482208,15.06621988,44900,8.423022929,15.97459013,85.96851791,65.82290884
Nebraska,Antelope,31003,6421,4855,95.42127394,0.264756268,3.145927426,2.071328454,49.89876966,34.60520168,22.19280486,46381,1.7636138609999998,9.038290294,81.43365984,100.0
Virginia,Mathews,51115,8848,0,86.00813743,9.821428571,1.005877034,1.322332731,53.16455696,27.9159132,29.23824593,64049,1.995192308,8.541082756,73.41790825,100.0
New Mexico,San Miguel,35047,28350,21945,18.28218695,1.4074074069999998,77.59788359999999,3.39329806,49.67195767,37.76366843,17.96119929,27000,4.90797546,18.24348817,80.68458392,46.89551934
New York,Clinton,36019,81505,0,90.13434759,4.037789093,2.73970922,4.317526532,48.60069934,38.4430403,15.12299859,50502,6.627042313,13.62261622,77.75866128,64.15595169
Ohio,Morgan,39115,14857,11545,92.46819681,3.1634919569999997,0.794238406,0.51154338,50.24567544,34.83206569,19.250185100000003,38941,8.418925745,12.25880772,87.82758952,81.48664807
Minnesota,Renville,27129,14995,11385,89.42980994,0.300100033,7.6425475160000005,2.70756919,49.29643214,34.32477492,20.38012671,54824,3.363402062,11.54868096,85.24387929,100.0
Texas,Kent,48263,667,525,81.70914543,0.44977511200000003,17.39130435,1.649175412,51.72413793,34.63268366,28.48575712,50625,2.147239264,21.68674699,76.10441767,100.0
Michigan,Montcalm,26117,62922,48105,92.01551127,1.951622644,3.329519087,1.230094403,48.4441054,37.17141858,15.99440577,43126,8.614516653999999,12.43474243,87.43820744,84.61842064
Texas,Burleson,48051,17417,12590,65.94706321,12.3270368,19.88287306,7.027616696,50.12344261,36.37250962,19.44077625,52513,6.121682524,19.58122983,85.20235041,76.65677547
Indiana,Fulton,18049,20412,15130,92.44562022,0.9014305309999999,4.869684499,2.880658436,50.57319224,36.89006467,17.67097786,46310,5.970149254,15.14026697,86.28024841,64.92129007
Virginia,Shenandoah,51171,42857,32575,88.89796299,1.824672749,6.69902233,5.763352545,51.06517022,33.53244511,20.1600672,50450,5.533744625,14.28803009,80.56996499,66.58490701
Michigan,Lake,26085,11415,0,85.33508541,7.2448532629999995,2.55803767,1.32282085,48.8304862,27.18353044,26.25492773,30824,12.13477231,17.89268962,90.95069214,100.0
Nebraska,Arthur,31005,437,0,97.48283753,0.0,0.0,0.228832952,51.94508009,38.90160183,20.59496568,40375,3.684210526,5.0,73.21428571,100.0
Tennessee,Cumberland,47035,57895,46750,94.84584161,0.545815701,2.729078504,2.4768978319999997,51.22722169,29.56386562,28.98177736,40123,8.826148912999999,16.43678688,81.23768501,60.89236972
Minnesota,Saint Louis,27137,200353,160075,91.59583335,1.4988545219999998,1.4689073780000002,2.1851432219999998,49.73771294,37.94402879,17.29647173,49395,5.7901808589999995,6.493917007,72.24978866,37.11456055
Montana,Teton,30099,6067,0,94.09922532,0.06593044299999999,1.417504533,1.615295863,50.89830229,35.15740893,22.00428548,49047,5.47008547,7.112171837999999,77.73269690000001,100.0
Ohio,Jefferson,39081,67607,0,90.61191888,5.410682326,1.331223098,1.282411585,51.52720872,34.58665523,19.51425148,42327,8.280699422,10.10876386,84.57017359999999,38.98205397
Nebraska,Chase,31029,4061,2755,84.80669786,0.024624477000000002,13.56808668,9.25880325,51.16966264,35.43462201,20.90618074,53496,1.542168675,11.08726753,81.509299,100.0
Utah,Piute,49031,1859,0,95.21247983,0.053792361,4.35718128,1.022054868,46.47660032,31.46853147,26.46584185,37112,3.785488959,16.98956781,79.28464978,100.0
Texas,Tyler,48457,21371,0,79.73421927,10.67334238,7.248140003,2.241355107,45.60853493,36.10968134,20.75242151,45427,10.30444965,15.55984813,88.67648038,78.13103005
Texas,Medina,48325,47920,35205,45.12103506,2.0951585980000003,50.84933222,5.121035058,47.62103506,40.02086811,15.32971619,58333,5.975031096,17.50913904,80.56851128,61.55501456
Florida,Miami-Dade,12086,2664418,0,14.467362099999999,16.64746297,66.42812802,52.22986784,51.47968524,37.09222802,15.24295362,44224,8.535768104,19.37577456,72.71836471,0.40437664100000004
Florida,Leon,12073,284788,221715,57.36863913,30.79905052,6.081365787999999,6.963425425,52.42706856,49.59654199,11.34633482,48248,9.586248199999998,7.403477464,54.75739745,12.30947377
Tennessee,Blount,47009,126192,0,91.56444149,2.7878153919999997,3.027133257,3.011284392,51.44858628,34.73992012,18.38706099,49532,6.517996362000001,11.84275349,76.87880688,32.63149337
Utah,Utah,49049,564177,345235,83.35061514,0.519517811,11.15235112,6.982737687,49.58798391,58.74911597,7.143325588,64321,4.881661299,6.376660189,61.86240704,3.3269836839999996
Pennsylvania,Clarion,42031,38939,31395,96.34042990000002,1.070905776,0.773003929,1.016975269,51.24939007,39.00459693,17.77395413,42890,7.123302672,11.4858915,79.12630652,76.56046814
Minnesota,Ramsey,27123,531528,0,63.95222829,10.9420388,7.334514832999999,15.09798167,51.32279014,42.82239129,12.99235412,57717,6.472577917000001,9.707847317,58.99775399,0.187165775
Ohio,Hocking,39073,28690,0,96.66434298,0.9027535729999999,0.8539560820000001,1.0212617640000001,50.34506797,35.68839317,17.44858836,43382,9.091581595,11.59987948,85.86421613,70.84070796
Minnesota,Isanti,27059,38461,0,94.44112218,0.569407972,1.775824862,1.4274199840000001,49.4786927,38.10873352,14.41980188,62733,6.101162126,8.83546436,82.30993033,62.26464988
Texas,Robertson,48395,16537,11765,58.16653565,20.02176937,19.79198162,6.11961057,50.32956401,38.14476628,18.47372559,49142,7.8559528389999995,17.43756199,82.64358489,73.85392853
New Jersey,Hudson,34017,668526,0,29.00021839,10.95963358,43.05247664,42.67522879,50.30709352,40.01265471,10.72239524,60894,8.121484695,16.60427438,61.44772744,0.0
Texas,Falls,48145,17265,0,51.66521865,24.0718216,22.51375615,5.710975962999999,52.30813785,37.85114393,16.59426586,38547,6.203276603,24.323868899999997,88.13716404,67.35699093
Arizona,Mohave,4015,203629,0,78.25260646,0.9517308440000001,15.70846982,6.969046649,49.67661777,30.48583453,26.858649800000002,39856,11.68095288,16.14585048,88.12117781,22.96364381
Indiana,Morgan,18109,69504,0,96.42754374,0.340987569,1.408552026,1.2157573659999998,50.513639500000004,37.143186,15.00057551,57521,6.3730876510000005,11.58594492,84.46976891,49.137805900000004
West Virginia,Boone,54005,23645,18370,97.88961726,0.769718757,0.566716008,0.25798266,50.38697399,34.65849017,16.91266653,37820,9.649344097,20.815592199999998,91.31034483,81.40809615
Texas,Navarro,48349,48177,0,57.93843535,13.34869336,25.628411899999996,11.27301409,50.77734189,40.98013575,16.18199556,43388,10.35991784,23.23029956,84.26826941,52.65737928
Texas,Hockley,48219,23377,0,47.98733798,3.597553151,46.38319716,7.443213415,50.6994054,45.76292938,13.51755999,50331,7.20689355,21.83231771,85.29102753,39.84739481
New Mexico,Otero,35035,65333,44810,50.51505365,3.37654784,36.79151424,11.95414262,48.73800377,42.77011617,16.15110281,41502,10.98995249,16.30529669,82.37348118,29.59386805
Indiana,Tipton,18159,15447,0,95.65611446,0.168317473,2.479445847,1.424224769,50.72829676,34.10370946,19.33061436,54023,5.250065462,11.74263225,78.94014278,61.60266064
North Dakota,McIntosh,38051,2737,0,95.10412861,0.146145415,1.534526854,2.7767628789999996,50.05480453,27.54841067,32.07891852,43650,1.074498567,18.41733396,81.72397551,100.0
Connecticut,Windham,9015,117078,0,83.78260647,1.8662771830000002,10.87736381,5.269990946,50.42279506,37.38960351,14.57148226,60689,8.37552415,11.92523921,76.14331633,49.76103624
Nebraska,Gage,31067,21778,0,95.17402884,0.449995408,2.130590504,1.16172284,50.37652677,33.81394067,20.61713656,48731,3.617525683,10.66009597,79.87939307,44.3996235
Virginia,Southampton,51175,18291,0,60.41222459,35.17030233,1.372259581,0.552184134,47.76119403,32.18522771,17.73549833,51032,5.827702703,17.43959178,83.91115113,97.9644588
Montana,Dawson,30021,9431,7255,92.88516594,0.657406426,2.7886756439999996,1.357226169,47.24843601,37.30251299,16.85929382,57591,2.181138346,7.488108025,81.09559613,27.57082311
Texas,Deaf Smith,48117,19039,10550,26.89742108,0.908661169,70.68648563,16.63952939,50.21797363,48.21681811,11.74956668,47219,4.871313377,28.19913731,85.79259526,17.71112947
Virginia,Prince William,51153,443630,0,45.54178031,19.92335956,21.89144107,22.7991795,50.184613299999995,43.33769132,8.30872574,98546,5.3681970869999995,10.97193657,60.54900675,4.1661484269999995
Pennsylvania,Sullivan,42113,6302,0,93.5258648,2.364328785,1.729609648,1.8724214540000002,47.58806728,26.37258013,26.912091399999998,44926,8.894230769,10.95751169,84.48871722,100.0
Tennessee,DeKalb,47041,19159,0,89.54538337,1.21091915,7.150686362,5.892791899,50.45148494,35.73777337,17.47481601,37640,6.985023324,22.03707874,85.82151167,78.36885115
Montana,Toole,30101,5114,0,88.15017599,0.058662495,3.3437622210000004,3.910833007,42.92139226,34.49354713,15.154477900000002,46588,1.017811705,15.89912281,85.30701754,42.95642374
Wyoming,Lincoln,56023,18543,0,92.60098149999999,0.21032195399999998,4.416761042,2.151755379,48.77312193,38.71541822,14.38278596,64579,5.618094642000001,6.949995921,79.6312913,82.72948194
Texas,Limestone,48293,23469,0,59.71707359,17.65733521,20.79764796,9.791640036,48.77071882,38.76603179,17.41020069,37431,9.402057655,21.14713533,85.07074424,53.61785836
Ohio,Wayne,39169,115747,86045,94.03785843,1.551660086,1.79788677,2.068304146,50.44450396,40.44424478,16.08508212,51363,4.271733073,14.57342214,78.53235014,51.00069857
Virginia,Amherst,51009,31999,0,75.61173787,17.84430763,2.184443264,1.712553517,52.04225132,34.78546205,18.86621457,47002,5.526959207000001,17.25272283,81.12024894,63.66333879
New Mexico,Roosevelt,35041,19618,0,53.70068305,2.268325008,40.55969008,10.92364155,49.82668977,50.43837292,12.55479662,34933,11.06861382,20.17449182,77.33405289,36.46074776
Ohio,Williams,39171,37270,0,93.27341025,1.078615508,4.043466595,1.333512208,50.53125838,36.57633485,17.48054736,45044,5.79099907,11.38965424,85.80076837,63.62839382
Texas,Runnels,48399,10411,0,62.84698876,1.3447315340000001,33.47420997,3.6499855919999997,50.23532802,36.43261934,20.80491788,41339,4.557581147,21.18030926,81.86976876,40.75802305
Wisconsin,Marathon,55073,135367,0,89.41839592,0.644913457,2.587779887,4.026830764,49.72851581,37.18779318,15.94406318,54227,4.779072919,8.851942898999999,76.06093932,42.99023593
Nebraska,Scotts Bluff,31157,36599,0,73.46375584,0.642094046,22.81209869,4.672258805,51.72818929,38.92456078,17.7983005,46632,5.268687293,12.99762936,78.61930843,29.81877198
Nebraska,Richardson,31147,8149,0,92.60031906,0.306786109,1.803902319,0.24542888699999998,50.59516505,32.53159897,23.18075838,45929,4.622754491,8.986680155,80.89698196,50.57993543
Pennsylvania,Snyder,42109,40246,31225,95.26909507,0.916861303,2.1467971969999997,1.361626,50.44973414,39.65114546,16.81906276,51110,4.396299903,17.11010898,83.32205938,66.82031132
Virginia,Galax City,51640,6858,0,74.23447069,6.853310003,17.45406824,10.6882473,52.02682998,32.92505104,21.84310295,31110,6.612641815,23.43655131,90.36632261,13.71769384
Texas,Foard,48155,1320,1025,81.66666667,1.96969697,16.36363636,3.333333333,51.36363636,30.303030300000003,29.09090909,48068,9.290540541,19.18238994,83.96226415,100.0
Virginia,Halifax,51083,35305,27635,59.88386914,36.55289619,1.914742954,1.509701175,52.2900439,33.46268234,21.79011471,37001,5.4001301239999995,20.99817648,84.17505748,77.08120637
Minnesota,Becker,27005,33375,24855,86.75955056,0.455430712,1.7588014980000002,1.734831461,49.9835206,36.68614232,19.14606742,54115,3.722484042,7.576089337000001,76.27326473,75.4707113
West Virginia,Fayette,54019,45192,0,92.50309789,5.098247477,1.013453709,0.688174898,49.73446628,33.99495486,18.80642592,37846,8.484814587,18.27764764,86.83886081,57.87267317
New York,Saratoga,36091,224929,0,91.34349061,1.454681255,2.859124435,5.107834028,50.63997973,35.36493738,15.78542562,74080,5.3940062939999995,5.966083268999999,60.35041811,29.96170432
New Jersey,Camden,34007,511145,0,58.05495505,18.22750883,15.67598235,11.01174813,51.63231568,38.98365434,14.24918565,63028,8.81770465,11.74604729,69.35587029,1.6174217430000002
Indiana,Montgomery,18107,38108,28490,92.48714181,0.8922011129999999,4.59483573,2.8839088910000004,49.4226934,38.39351317,16.84423218,50253,5.43772094,11.47316539,83.24988265,52.7541706
Texas,Lavaca,48285,19654,14200,74.58023812,6.660221837999999,17.72667142,5.47980055,51.562022999999996,35.31087819,22.07184288,47753,3.50972509,17.00190868,83.81294964,81.31651352
New York,St. Lawrence,36089,111529,0,92.10967551,2.220947018,2.2370863180000002,4.241946041,49.05181612,41.5057967,15.38344287,46313,10.01244669,11.86842434,77.22792864,61.99171014
Texas,Duval,48131,11510,8475,8.992180712,1.285838401,89.10512598,4.439617724,48.89661164,41.88531712,17.57602085,33115,11.50828248,32.893860700000005,91.11732588,67.04294687
Tennessee,McMinn,47107,52606,40405,89.80914725,3.7600273730000002,3.558529445,2.516823176,51.30213284,35.56628521,18.66897312,38661,8.617698091,16.82673943,86.31923602,60.34133088
New Jersey,Sussex,34037,144694,0,87.51572284,1.958616114,7.242871162999999,7.817186615,50.40637483,34.82936404,14.73385213,87388,7.200383037999999,6.079482731000001,66.25236556,39.84993133
Virginia,Appomattox,51011,15314,0,76.63575813,20.56288364,1.214574899,0.927256106,51.52148361,35.0724827,18.96957033,52134,4.493087558,16.43469444,80.44981104,100.0
Nevada,Washoe,32031,439914,0,64.23937406,2.1238242019999998,23.52005165,14.76356742,49.72517356,39.61274249,14.56943857,54955,8.00937396,13.00653704,71.01800612,4.266896373
Montana,Mineral,30061,4223,0,97.27681743,0.047359697,1.326071513,1.894387876,48.96992659,27.98958087,26.71086905,37143,6.853396901,12.63225393,87.33568451,100.0
Indiana,Posey,18129,25527,19665,96.29803737,1.347592745,1.06945587,0.564108591,49.95886708,36.17738081,16.39440592,59918,4.582524272,5.683424757999999,79.43787819,66.761868
Nebraska,Thayer,31169,5163,0,95.68080573,0.13558008900000001,2.208018594,0.8909548709999999,50.45516173,31.299632,25.35347666,45590,1.439128744,8.150721539,80.41154463,100.0
New York,Schuyler,36097,18336,14530,95.33704188,0.8235165790000001,1.723385689,1.963350785,49.91819372,32.97883944,19.36082024,47229,7.256975698,9.987195903,79.15944867,81.15357357
Texas,Upton,48461,3475,0,41.66906475,4.690647482,52.46043165,12.77697842,51.42446043,44.71942446,13.72661871,48220,4.484933427,24.62825279,90.10223048,100.0
Virginia,Chesterfield,51041,331839,0,63.33101293,22.24391949,7.943611209,7.949336877,51.84743204,39.22203237,12.81193591,73869,6.433372216,8.568352382999999,62.31033418,5.92880001
Michigan,Mason,26105,28755,22460,91.83446357,0.855503391,4.371413667,2.0066075469999998,50.28690662,33.55242567,21.08850635,43497,9.757341689,8.471034215,79.23794712,62.68942693
Minnesota,Norman,27107,6638,0,89.89153359,0.7532389270000001,4.820729135,1.76257909,49.80415788,34.1970473,21.79873456,52083,3.428042001,9.737747206,84.32932072,100.0
Indiana,Marion,18097,932142,0,57.32345501,27.11035443,9.832836627999999,8.680437101,51.83909748,43.45561084,11.30664641,43369,9.01366109,14.344002800000002,70.97896750000001,0.600181759
Texas,Harris,48201,4434257,0,31.18563042,18.51642789,41.84701067,25.66420936,50.26580552,45.15081106,9.219537793999999,55584,6.980979184,19.83907412,69.92372672,1.213280329
Utah,Wasatch,49051,27895,0,83.90034056,0.060942820999999994,13.29987453,9.768775766000001,49.18085678,46.48503316,9.417458326,71337,3.652868555,7.726202692,63.05909338,26.85082873
Minnesota,Aitkin,27001,15722,0,94.12288513,0.36890980799999995,1.183055591,0.9858796590000001,49.01412034,26.03994403,30.02162575,44524,6.986382475,8.65210967,84.00098506,100.0
Minnesota,Koochiching,27071,12930,10115,93.51121423,0.9203402940000001,0.19334880100000001,5.560711523999999,50.03093581,30.88940449,21.74013921,44929,7.464811007000001,8.963850357,81.60992013,46.99872286
Minnesota,Wadena,27159,13755,10365,94.92548164,0.7924391129999999,1.715739731,0.7851690290000001,50.49800073,36.78662305,21.88295165,42689,5.222222222,10.65897682,87.00202926,66.9869248
Florida,Charlotte,12015,169642,141230,84.64354346,5.535775339,6.632201931,10.18556725,51.26089058,22.38891312,37.62275851,44865,10.08897886,10.5788901,78.39608270000001,8.884346597999999
New Jersey,Salem,34033,64504,0,75.52864939,13.30770185,7.894084088,4.7190871880000005,51.30999628,36.42409773,17.10436562,61341,9.360019922000001,13.44257897,79.73217679,45.30060681
Ohio,Greene,39057,164325,0,84.40346874,7.020842842,2.621633957,4.7424311580000005,50.88270196,40.58725087,15.49733759,61116,6.54155365,7.394979555,62.35216459,14.90966931
Maryland,Anne Arundel,24003,559737,0,70.30337462,15.55909293,7.039377422,8.27049132,50.54070036,38.63510899,13.40504558,91918,5.531966757,8.088706074,60.634981200000006,5.304134986
Texas,Guadalupe,48187,147313,103205,52.13117647,6.634852321,36.93631927,7.682281944,50.61399876,41.07648341,13.00360457,64599,5.230769231,11.82164242,73.45295148,26.16225586
Minnesota,Cottonwood,27033,11557,0,87.70442156,0.545124167,6.801072942999999,4.456173748,50.94747772,36.03011162,22.40200744,47407,4.84923294,10.12355018,80.08068583,62.274321900000004
New Jersey,Bergen,34003,930310,628715,58.69527362,5.272113597,18.40257549,30.35515043,51.59366233,35.34284271,16.02809816,88487,5.824543952999999,7.9896571839999995,52.43238361,0.101533947
Virginia,Dickenson,51051,15304,12115,97.9939885,0.764506012,0.744903293,0.581547308,48.94145321,33.22007318,18.80554104,31226,7.180254301000001,26.15231368,89.28733134,100.0
New Jersey,Ocean,34029,586166,428955,85.10507262,2.852434293,8.873595534,7.963955603,51.87916051,36.5638744,21.91290522,63108,7.62308628,9.092595891,72.51810949,2.898362202
Texas,Jeff Davis,48243,2221,0,62.08914903,0.540297163,35.88473661,19.72084647,52.54389914,25.34894192,31.51733453,50174,4.776422763999999,19.38073394,61.58256881,100.0
Washington,Stevens,53065,43744,33545,87.1296635,0.45720556,3.355888808,2.873536942,49.91084492,33.1496891,20.56282004,44115,8.910000562,10.12588767,81.95610071,79.20562358
Vermont,Orange,50017,28897,0,95.76080562,0.515624459,1.245804063,1.941377998,50.23358826,32.60546077,17.91189397,54263,4.313430024,8.273484631,69.80752657,97.23873376
Ohio,Logan,39091,45388,34240,93.89265885,1.632590112,1.403454658,1.341764343,50.49352252,37.00096942,16.54181722,51136,5.922662751,10.42976432,84.44401457,56.91482402
Montana,Broadwater,30007,5692,4510,93.74560787,0.175685172,1.229796205,2.670414617,48.55938159,31.30709768,20.53759663,50946,5.613908004,6.392694064,72.69887046,100.0
Nebraska,Polk,31143,5242,0,93.62838611,0.190766883,4.330408241000001,2.823349866,50.70583747,33.93742846,20.37390309,57991,3.85818561,5.882352941000001,78.49521204,100.0
Michigan,Macomb,26099,859703,0,80.85094504,10.56004225,2.44584467,10.57888596,51.30888225,36.86017148,15.56944666,55951,7.530642832000001,10.83310057,76.20216792,2.8053052519999997
Washington,Pend Oreille,53051,13001,10220,88.96238751,0.230751481,3.49973079,2.7382509039999996,48.64241212,30.33612799,23.77509422,46036,9.106419278999999,10.76874869,81.30353039,83.10899162
Vermont,Windsor,50027,55894,0,95.12827853,0.713851218,1.452749848,3.594303503,50.97684904,30.70454789,20.70705264,54763,4.541634451,7.552595006000001,64.82244693,75.58849479
Maryland,Charles,24017,154357,0,44.29795863,42.23196875,5.143271766,6.002967148,51.7423894,40.35709427,10.99399444,91373,4.980941211,7.180500659,72.63681592,29.50372225
Ohio,Cuyahoga,39035,1258710,956050,59.98387238,29.39771671,5.411651612000001,6.9769049260000005,52.38625259,37.49441889,16.49323514,45289,9.736099482,11.47306524,69.10871966,0.581741428
Texas,Carson,48065,6027,0,86.79276589,0.846192135,9.556993529,2.040816327,52.77916044,38.42707815,16.80769869,64554,2.175368139,7.761417519,73.57125031,95.19572954
Wisconsin,Langlade,55067,19414,15435,94.75636139,0.870505821,1.869784691,1.8440300809999999,49.71154837,30.96734315,22.20047388,43501,7.244569172,10.12498245,83.94888358,59.16303749
Arizona,Maricopa,4013,4088549,2723565,56.91811447,5.013612408999999,30.28683281,14.72933307,50.549278,41.88662041,13.83784321,55676,6.808454052,13.05192691,69.03113669,2.363799695
Texas,Brazos,48041,209896,0,57.25788009,10.27080078,24.6140946,13.25037161,49.31251667,57.63330411,8.206445097000001,41654,5.729889932000001,14.36387232,60.22276373,12.06357678
Virginia,Patrick,51141,18180,14675,89.98899890000001,5.781078107999999,2.733773377,1.914191419,50.67656766,28.88338834,23.80088009,35999,7.704835881,20.3491784,86.39964789,100.0
Texas,Jackson,48239,14678,0,59.97411091,7.01730481,31.61193623,7.432892765,50.95380842,39.00395149,16.42594359,56601,5.105454545,15.93344902,82.74982137,61.81882771
Texas,Karnes,48255,14984,0,38.49439402,9.022957822,52.17565403,5.92632141,40.38307528,40.56994127,14.45541911,46058,4.0057481589999995,23.48947726,87.74124721,38.39044792
Wisconsin,Chippewa,55017,63355,0,94.05729619,1.314813353,1.53421198,1.067003394,48.011995899999995,36.14079394,16.15657801,52657,4.18774334,7.8795687260000005,80.72150268,46.14275415
Indiana,Clark,18019,113993,0,84.27096401,6.909196178999999,5.116980867,3.197564763,51.31981788,38.05760003,14.20964445,51844,6.210695822000001,12.10564556,79.8014047,20.514914
Wisconsin,Washington,55131,133422,101285,93.42687113,1.077033773,2.9725232719999997,2.717692734,50.38449431,35.08941554,15.64509601,70325,4.019701303,6.0727569820000005,70.5779278,30.78468689
Wisconsin,Green Lake,55047,18881,0,93.1041788,0.5614109420000001,4.576028812,3.71802341,49.49949685,33.72702717,20.8145755,47174,5.044699872,11.40206494,82.30585067,74.32680699
Minnesota,Stevens,27149,9762,7430,89.7357099,0.665847162,4.578979717,4.169227617,49.96926859,46.92685925,16.85105511,55941,2.961574508,8.412032179,71.84330185,47.32675303
Washington,Pacific,53049,20743,0,82.76044931,0.284433303,8.942775876,6.122547365,50.01687316,27.72019476,27.75876199,38387,7.737321196,11.60053161,82.9631036,64.77055449
Indiana,Scott,18143,23734,0,96.31330581,0.21909496899999997,1.849667144,1.3693435580000002,50.82160613,37.07339681,15.90545209,46368,6.746424395,15.39074471,87.01195219,52.71494148
Rhode Island,Washington,44009,126319,101750,91.49454951,1.4835456269999998,2.891093185,4.327140019,51.65177052,37.06489127,17.98066799,74302,6.647680214,6.456798235,55.41606045,30.82320699
Ohio,Ashland,39005,53343,0,96.10820539,0.665504377,1.181035937,2.123990027,51.15572802,39.32099807,17.28249255,48509,5.7334412210000005,12.56776318,80.36216047,61.93755998
Texas,Reeves,48389,14438,0,18.43053054,4.342706746,74.80953041,24.55326222,39.90857459,41.18298933,12.8688184,46464,7.679403541,39.01196048,88.80915237,14.49611841
Ohio,Putnam,39137,34116,25255,92.79516942,0.296048775,5.900457263,0.835385157,50.09672881,39.10188768,15.57333802,60245,2.861057824,7.14475785,80.61025368,84.66042494
Florida,Citrus,12017,140453,0,88.87101023,2.8173125530000003,5.121998106,5.413910702999999,51.6678177,24.581888600000003,35.10569372,39054,11.648012199999998,13.28890807,82.15435529,34.51881956
Texas,San Jacinto,48407,27172,20140,75.07360518,10.05078758,12.29574562,5.093478581,51.19976446,35.08022965,19.29927867,44878,7.430885719,17.24828677,89.99472852,100.0
Texas,Garza,48169,6614,3135,40.39915331,3.4018748110000003,55.21620804,36.61929241,36.30178409,35.03175083,10.61384941,52708,2.924731183,42.95273944,91.21706399,22.33400402
Pennsylvania,Cameron,42023,4807,0,97.00436863,0.603286873,0.81131683,1.80986062,49.40711462,28.72893697,23.77782401,40347,4.8684210530000005,12.83039648,84.41629956,47.35496559
New Mexico,Santa Fe,35049,147320,0,43.12381211,0.658430627,51.08946511,12.4389085,51.39560141,32.49796362,19.78210698,55370,6.678627313,11.73316233,59.04220221,25.16057432
North Dakota,Steele,38091,1969,0,97.86693753,0.0,2.1330624680000003,1.57440325,47.79075673,30.98019299,23.05738954,58603,4.106972302,5.926946932999999,76.84355617,100.0
Tennessee,Stewart,47161,13257,0,91.98159463,1.267255035,2.466621408,2.5118805159999997,51.12770612,34.69110659,18.92585049,41835,8.70472217,13.73532551,86.9583778,100.0
Michigan,Saginaw,26145,195201,149845,69.80650714,18.17152576,8.198216197999999,2.37652471,51.49410095,38.53873699,17.15462523,43712,9.535560548,11.52898358,79.27360958,31.11820512
Texas,Cottle,48101,1560,0,54.80769231,15.06410256,28.58974359,4.615384615,51.08974359,35.32051282,28.65384615,33750,11.63734777,27.75735294,83.82352941,100.0
Nebraska,Cass,31025,25463,0,94.44291717,0.793307937,2.929741193,1.23708911,49.88807289,36.25652908,15.99575855,65385,3.480071386,5.288599873,75.06474075,72.95669744
Virginia,Arlington,51013,226092,160430,62.88457796,8.401889496,15.38134919,22.74914637,50.17780373,39.26852786,9.328061143,108706,3.3997432360000004,6.236271663999999,26.33543957,0.0
Pennsylvania,Clearfield,42033,81170,64075,93.3054084,2.275471233,2.844647037,2.97154121,47.94135764,32.81015153,18.94049526,43361,8.11724608,12.88685861,86.78106668,53.84973421
Wisconsin,Sheboygan,55117,115269,86115,85.57981764,1.474811094,5.975587539,5.754365875,49.7453782,36.38358969,16.25762347,54392,5.0546404560000004,8.367242178,76.37815978,28.28486585
