Year,State,County,Office,Party,Votes
2018,ND,Hettinger County,US Senator,Democratic,274.0
2018,ND,Hettinger County,US Senator,Republican,988.0
2018,ND,Kidder County,US Senator,Democratic,364.0
2018,ND,Kidder County,US Senator,Republican,911.0
2018,ND,LaMoure County,US Senator,Democratic,857.0
2018,ND,LaMoure County,US Senator,Republican,1203.0
2018,ND,Logan County,US Senator,Democratic,228.0
2018,ND,Logan County,US Senator,Republican,741.0
2018,ND,McIntosh County,US Senator,Democratic,467.0
2018,ND,McIntosh County,US Senator,Republican,982.0
2018,ND,McLean County,US Senator,Democratic,1701.0
2018,ND,McLean County,US Senator,Republican,3320.0
2018,ND,Mercer County,US Senator,Democratic,1061.0
2018,ND,Mercer County,US Senator,Republican,2941.0
2018,ND,Morton County,US Senator,Democratic,5175.0
2018,ND,Morton County,US Senator,Republican,9583.0
2018,ND,Mountrail County,US Senator,Democratic,1605.0
2018,ND,Mountrail County,US Senator,Republican,2208.0
2018,ND,Nelson County,US Senator,Democratic,866.0
2018,ND,Nelson County,US Senator,Republican,770.0
2018,ND,Pembina County,US Senator,Democratic,1132.0
2018,ND,Pembina County,US Senator,Republican,1814.0
2018,ND,Pierce County,US Senator,Democratic,711.0
2018,ND,Pierce County,US Senator,Republican,1168.0
2018,ND,Ransom County,US Senator,Democratic,1399.0
2018,ND,Ransom County,US Senator,Republican,890.0
2018,ND,Renville County,US Senator,Democratic,356.0
2018,ND,Renville County,US Senator,Republican,832.0
2018,ND,Rolette County,US Senator,Democratic,4042.0
2018,ND,Rolette County,US Senator,Republican,993.0
2018,ND,Sargent County,US Senator,Democratic,1171.0
2018,ND,Sargent County,US Senator,Republican,821.0
2018,ND,Sheridan County,US Senator,Democratic,179.0
2018,ND,Sheridan County,US Senator,Republican,607.0
2018,ND,Steele County,US Senator,Democratic,557.0
2018,ND,Steele County,US Senator,Republican,399.0
2018,ND,Stutsman County,US Senator,Democratic,4027.0
2018,ND,Stutsman County,US Senator,Republican,5489.0
2018,ND,Walsh County,US Senator,Democratic,1937.0
2018,ND,Walsh County,US Senator,Republican,2550.0
2018,ND,Wells County,US Senator,Democratic,622.0
2018,ND,Wells County,US Senator,Republican,1601.0
2018,OH,Adams County,US Senator,Republican,6000.0
2018,OH,Adams County,US Senator,Democratic,2635.0
2018,OH,Ashland County,US Senator,Republican,12048.0
2018,OH,Ashland County,US Senator,Democratic,6472.0
2018,OH,Athens County,US Senator,Republican,7126.0
2018,OH,Athens County,US Senator,Democratic,15472.0
2018,OH,Auglaize County,US Senator,Republican,13603.0
2018,OH,Auglaize County,US Senator,Democratic,5557.0
2018,OH,Brown County,US Senator,Republican,10184.0
2018,OH,Brown County,US Senator,Democratic,4651.0
2018,OH,Carroll County,US Senator,Republican,6503.0
2018,OH,Carroll County,US Senator,Democratic,3788.0
2018,OH,Clark County,US Senator,Republican,24446.0
2018,OH,Clark County,US Senator,Democratic,23525.0
2018,OH,Clermont County,US Senator,Republican,51918.0
2018,OH,Clermont County,US Senator,Democratic,27803.0
2018,OH,Clinton County,US Senator,Republican,10356.0
2018,OH,Clinton County,US Senator,Democratic,4645.0
2018,OH,Columbiana County,US Senator,Republican,21849.0
2018,OH,Columbiana County,US Senator,Democratic,13995.0
2018,OH,Coshocton County,US Senator,Republican,7163.0
2018,OH,Coshocton County,US Senator,Democratic,4680.0
2018,OH,Crawford County,US Senator,Republican,9149.0
2018,OH,Crawford County,US Senator,Democratic,5345.0
2018,OH,Cuyahoga County,US Senator,Republican,132948.0
2018,OH,Cuyahoga County,US Senator,Democratic,350362.0
2018,OH,Darke County,US Senator,Republican,13921.0
2018,OH,Darke County,US Senator,Democratic,5569.0
2018,OH,Defiance County,US Senator,Republican,8003.0
2018,OH,Defiance County,US Senator,Democratic,5812.0
2018,OH,Delaware County,US Senator,Republican,49587.0
2018,OH,Delaware County,US Senator,Democratic,44743.0
2018,OH,Erie County,US Senator,Republican,13633.0
2018,OH,Erie County,US Senator,Democratic,16659.0
2018,OH,Fairfield County,US Senator,Republican,32707.0
2018,OH,Fairfield County,US Senator,Democratic,26518.0
2018,OH,Fulton County,US Senator,Republican,9454.0
2018,OH,Fulton County,US Senator,Democratic,6707.0
2018,OH,Gallia County,US Senator,Republican,6275.0
2018,OH,Gallia County,US Senator,Democratic,3355.0
2018,OH,Geauga County,US Senator,Republican,23397.0
2018,OH,Geauga County,US Senator,Democratic,19104.0
2018,OH,Greene County,US Senator,Republican,38102.0
2018,OH,Greene County,US Senator,Democratic,30243.0
2018,OH,Guernsey County,US Senator,Republican,7529.0
2018,OH,Guernsey County,US Senator,Democratic,5014.0
2018,OH,Hancock County,US Senator,Republican,17123.0
2018,OH,Hancock County,US Senator,Democratic,10929.0
2018,OH,Hardin County,US Senator,Republican,5899.0
2018,OH,Hardin County,US Senator,Democratic,3497.0
2018,OH,Harrison County,US Senator,Republican,3327.0
2018,OH,Harrison County,US Senator,Democratic,2480.0
2018,OH,Highland County,US Senator,Republican,9526.0
2018,OH,Highland County,US Senator,Democratic,3939.0
2018,OH,Hocking County,US Senator,Republican,5474.0
2018,OH,Hocking County,US Senator,Democratic,4408.0
2018,OH,Holmes County,US Senator,Republican,6755.0
2018,OH,Holmes County,US Senator,Democratic,2059.0
2018,OH,Huron County,US Senator,Republican,10522.0
2018,OH,Huron County,US Senator,Democratic,8274.0
2018,OH,Jackson County,US Senator,Republican,6255.0
2018,OH,Jackson County,US Senator,Democratic,3815.0
2018,OH,Jefferson County,US Senator,Republican,13180.0
2018,OH,Jefferson County,US Senator,Democratic,11376.0
2018,OH,Knox County,US Senator,Republican,14290.0
2018,OH,Knox County,US Senator,Democratic,8413.0
2018,OH,Licking County,US Senator,Republican,39142.0
2018,OH,Licking County,US Senator,Democratic,29469.0
2018,OH,Logan County,US Senator,Republican,11243.0
2018,OH,Logan County,US Senator,Democratic,5235.0
2018,OH,Lorain County,US Senator,Republican,46403.0
2018,OH,Lorain County,US Senator,Democratic,67452.0
2018,OH,Lucas County,US Senator,Republican,50223.0
2018,OH,Lucas County,US Senator,Democratic,100807.0
2018,OH,Madison County,US Senator,Republican,8617.0
2018,OH,Madison County,US Senator,Democratic,5116.0
2018,OH,Mahoning County,US Senator,Republican,35654.0
2018,OH,Mahoning County,US Senator,Democratic,54594.0
2018,OH,Medina County,US Senator,Republican,40478.0
2018,OH,Medina County,US Senator,Democratic,34493.0
2018,OH,Mercer County,US Senator,Republican,12637.0
2018,OH,Mercer County,US Senator,Democratic,4504.0
2018,OH,Miami County,US Senator,Republican,23219.0
2018,OH,Miami County,US Senator,Democratic,12064.0
2018,OH,Monroe County,US Senator,Republican,2765.0
2018,OH,Monroe County,US Senator,Democratic,2518.0
2018,OH,Morgan County,US Senator,Republican,2916.0
2018,OH,Morgan County,US Senator,Democratic,2115.0
2018,OH,Muskingum County,US Senator,Republican,16504.0
2018,OH,Muskingum County,US Senator,Democratic,12395.0
2018,OH,Ottawa County,US Senator,Republican,8799.0
2018,OH,Ottawa County,US Senator,Democratic,9477.0
2018,OH,Perry County,US Senator,Republican,6895.0
2018,OH,Perry County,US Senator,Democratic,4599.0
2018,OH,Pickaway County,US Senator,Republican,12302.0
2018,OH,Pickaway County,US Senator,Democratic,7481.0
2018,OH,Pike County,US Senator,Republican,4897.0
2018,OH,Pike County,US Senator,Democratic,3900.0
2018,OH,Portage County,US Senator,Republican,28231.0
2018,OH,Portage County,US Senator,Democratic,32303.0
2018,OH,Preble County,US Senator,Republican,10838.0
2018,OH,Preble County,US Senator,Democratic,4942.0
2018,OH,Putnam County,US Senator,Republican,10408.0
2018,OH,Putnam County,US Senator,Democratic,4369.0
2018,OH,Richland County,US Senator,Republican,26499.0
2018,OH,Richland County,US Senator,Democratic,17984.0
2018,OH,Ross County,US Senator,Republican,12738.0
2018,OH,Ross County,US Senator,Democratic,10602.0
2018,OH,Sandusky County,US Senator,Republican,11141.0
2018,OH,Sandusky County,US Senator,Democratic,10987.0
2018,OH,Scioto County,US Senator,Republican,13014.0
2018,OH,Scioto County,US Senator,Democratic,10627.0
2018,OH,Seneca County,US Senator,Republican,9945.0
2018,OH,Seneca County,US Senator,Democratic,8741.0
2018,OH,Shelby County,US Senator,Republican,13433.0
2018,OH,Shelby County,US Senator,Democratic,5183.0
2018,OH,Stark County,US Senator,Republican,70588.0
2018,OH,Stark County,US Senator,Democratic,68526.0
2018,OH,Summit County,US Senator,Republican,83149.0
2018,OH,Summit County,US Senator,Democratic,129479.0
2018,OH,Tuscarawas County,US Senator,Republican,18244.0
2018,OH,Tuscarawas County,US Senator,Democratic,14088.0
2018,OH,Union County,US Senator,Republican,14747.0
2018,OH,Union County,US Senator,Democratic,8964.0
2018,OH,Vinton County,US Senator,Republican,2467.0
2018,OH,Vinton County,US Senator,Democratic,1641.0
2018,OH,Warren County,US Senator,Republican,63757.0
2018,OH,Warren County,US Senator,Democratic,35815.0
2018,OH,Washington County,US Senator,Republican,13908.0
2018,OH,Washington County,US Senator,Democratic,9259.0
2018,OH,Wayne County,US Senator,Republican,24324.0
2018,OH,Wayne County,US Senator,Democratic,15495.0
2018,OH,Williams County,US Senator,Republican,7927.0
2018,OH,Williams County,US Senator,Democratic,5272.0
2018,PA,Adams County,US Senator,Republican,23419.0
2018,PA,Adams County,US Senator,Democratic,14880.0
2018,PA,Allegheny County,US Senator,Republican,176351.0
2018,PA,Allegheny County,US Senator,Democratic,355907.0
2018,PA,Armstrong County,US Senator,Republican,15449.0
2018,PA,Armstrong County,US Senator,Democratic,8570.0
2018,PA,Beaver County,US Senator,Republican,31916.0
2018,PA,Beaver County,US Senator,Democratic,34442.0
2018,PA,Bedford County,US Senator,Republican,14044.0
2018,PA,Bedford County,US Senator,Democratic,4567.0
2018,PA,Bradford County,US Senator,Republican,13032.0
2018,PA,Bradford County,US Senator,Democratic,6926.0
2018,PA,Cameron County,US Senator,Republican,1080.0
2018,PA,Cameron County,US Senator,Democratic,653.0
2018,PA,Centre County,US Senator,Republican,24332.0
2018,PA,Centre County,US Senator,Democratic,34778.0
2018,PA,Chester County,US Senator,Republican,92380.0
2018,PA,Chester County,US Senator,Democratic,140138.0
2018,PA,Clarion County,US Senator,Republican,8838.0
2018,PA,Clarion County,US Senator,Democratic,4924.0
2018,PA,Clearfield County,US Senator,Republican,16852.0
2018,PA,Clearfield County,US Senator,Democratic,9540.0
2018,PA,Clinton County,US Senator,Republican,6869.0
2018,PA,Clinton County,US Senator,Democratic,5289.0
2018,PA,Crawford County,US Senator,Republican,17813.0
2018,PA,Crawford County,US Senator,Democratic,11720.0
2018,PA,Cumberland County,US Senator,Republican,54525.0
2018,PA,Cumberland County,US Senator,Democratic,47738.0
2018,PA,Dauphin County,US Senator,Republican,47152.0
2018,PA,Dauphin County,US Senator,Democratic,59533.0
2018,PA,Delaware County,US Senator,Republican,84423.0
2018,PA,Delaware County,US Senator,Democratic,163216.0
2018,PA,Elk County,US Senator,Republican,6610.0
2018,PA,Elk County,US Senator,Democratic,4498.0
2018,PA,Fayette County,US Senator,Republican,20514.0
2018,PA,Fayette County,US Senator,Democratic,19563.0
2018,PA,Forest County,US Senator,Republican,1201.0
2018,PA,Forest County,US Senator,Democratic,693.0
2018,PA,Greene County,US Senator,Republican,6422.0
2018,PA,Greene County,US Senator,Democratic,5819.0
2018,PA,Indiana County,US Senator,Republican,16314.0
2018,PA,Indiana County,US Senator,Democratic,12702.0
2018,PA,Jefferson County,US Senator,Republican,10872.0
2018,PA,Jefferson County,US Senator,Democratic,4437.0
2018,PA,Juniata County,US Senator,Republican,5853.0
2018,PA,Juniata County,US Senator,Democratic,2412.0
2018,PA,Lackawanna County,US Senator,Republican,31922.0
2018,PA,Lackawanna County,US Senator,Democratic,51444.0
2018,PA,Lancaster County,US Senator,Republican,107454.0
2018,PA,Lancaster County,US Senator,Democratic,90521.0
2018,PA,Lawrence County,US Senator,Republican,17375.0
2018,PA,Lawrence County,US Senator,Democratic,14324.0
2018,PA,Lebanon County,US Senator,Republican,29836.0
2018,PA,Lebanon County,US Senator,Democratic,18368.0
2018,PA,Lehigh County,US Senator,Republican,52576.0
2018,PA,Lehigh County,US Senator,Democratic,73632.0
2018,PA,Luzerne County,US Senator,Republican,58040.0
2018,PA,Luzerne County,US Senator,Democratic,49200.0
2018,PA,Lycoming County,US Senator,Republican,26488.0
2018,PA,Lycoming County,US Senator,Democratic,13893.0
2018,PA,Mercer County,US Senator,Republican,22290.0
2018,PA,Mercer County,US Senator,Democratic,18136.0
2018,PA,Monroe County,US Senator,Republican,23968.0
2018,PA,Monroe County,US Senator,Democratic,30626.0
2018,PA,Montgomery County,US Senator,Republican,126666.0
2018,PA,Montgomery County,US Senator,Democratic,248454.0
2018,PA,Montour County,US Senator,Republican,3943.0
2018,PA,Montour County,US Senator,Democratic,2966.0
2018,PA,Northumberland County,US Senator,Republican,17926.0
2018,PA,Northumberland County,US Senator,Democratic,10524.0
2018,PA,Perry County,US Senator,Republican,11607.0
2018,PA,Perry County,US Senator,Democratic,5186.0
2018,PA,Philadelphia County,US Senator,Republican,66653.0
2018,PA,Philadelphia County,US Senator,Democratic,481467.0
2018,PA,Snyder County,US Senator,Republican,8826.0
2018,PA,Snyder County,US Senator,Democratic,4322.0
2018,PA,Somerset County,US Senator,Republican,18896.0
2018,PA,Somerset County,US Senator,Democratic,9322.0
2018,PA,Sullivan County,US Senator,Republican,1720.0
2018,PA,Sullivan County,US Senator,Democratic,962.0
2018,PA,Susquehanna County,US Senator,Republican,10112.0
2018,PA,Susquehanna County,US Senator,Democratic,5521.0
2018,PA,Tioga County,US Senator,Republican,10242.0
2018,PA,Tioga County,US Senator,Democratic,4145.0
2018,PA,Union County,US Senator,Republican,8317.0
2018,PA,Union County,US Senator,Democratic,5901.0
2018,PA,Venango County,US Senator,Republican,11210.0
2018,PA,Venango County,US Senator,Democratic,6945.0
2018,PA,Warren County,US Senator,Republican,8734.0
2018,PA,Warren County,US Senator,Democratic,5390.0
2018,PA,Washington County,US Senator,Republican,41958.0
2018,PA,Washington County,US Senator,Democratic,39220.0
2018,PA,Wayne County,US Senator,Republican,12269.0
2018,PA,Wayne County,US Senator,Democratic,7625.0
2018,PA,Westmoreland County,US Senator,Republican,79078.0
2018,PA,Westmoreland County,US Senator,Democratic,63778.0
2018,PA,Wyoming County,US Senator,Republican,6582.0
2018,PA,Wyoming County,US Senator,Democratic,3868.0
2018,PA,York County,US Senator,Republican,95814.0
2018,PA,York County,US Senator,Democratic,69272.0
2018,RI,Bristol County,US Senator,Republican,7757.0
2018,RI,Bristol County,US Senator,Democratic,13441.0
2018,RI,Kent County,US Senator,Republican,30749.0
2018,RI,Kent County,US Senator,Democratic,36704.0
2018,RI,Newport County,US Senator,Republican,12228.0
2018,RI,Newport County,US Senator,Democratic,21453.0
2018,RI,Providence County,US Senator,Republican,70495.0
2018,RI,Providence County,US Senator,Democratic,126669.0
2018,RI,Washington County,US Senator,Republican,23189.0
2018,RI,Washington County,US Senator,Democratic,33071.0
2018,TN,Bedford County,US Senator,Republican,8942.0
2018,TN,Bedford County,US Senator,Democratic,3929.0
2018,TN,Benton County,US Senator,Republican,3489.0
2018,TN,Benton County,US Senator,Democratic,1722.0
2018,TN,Bledsoe County,US Senator,Republican,2908.0
2018,TN,Bledsoe County,US Senator,Democratic,1096.0
2018,TN,Blount County,US Senator,Republican,29928.0
2018,TN,Blount County,US Senator,Democratic,16040.0
2018,TN,Bradley County,US Senator,Republican,24433.0
2018,TN,Bradley County,US Senator,Democratic,9030.0
2018,TN,Campbell County,US Senator,Republican,7208.0
2018,TN,Campbell County,US Senator,Democratic,2712.0
2018,TN,Cannon County,US Senator,Republican,3198.0
2018,TN,Cannon County,US Senator,Democratic,1381.0
2018,TN,Carroll County,US Senator,Republican,6044.0
2018,TN,Carroll County,US Senator,Democratic,2606.0
2018,TN,Cheatham County,US Senator,Republican,9135.0
2018,TN,Cheatham County,US Senator,Democratic,5150.0
2018,TN,Chester County,US Senator,Republican,3902.0
2018,TN,Chester County,US Senator,Democratic,1344.0
2018,TN,Claiborne County,US Senator,Republican,6083.0
2018,TN,Claiborne County,US Senator,Democratic,2245.0
2018,TN,Coffee County,US Senator,Republican,11115.0
2018,TN,Coffee County,US Senator,Democratic,5572.0
2018,TN,Cumberland County,US Senator,Republican,16966.0
2018,TN,Cumberland County,US Senator,Democratic,6321.0
2018,TN,Davidson County,US Senator,Republican,69338.0
2018,TN,Davidson County,US Senator,Democratic,172137.0
2018,TN,Decatur County,US Senator,Republican,2718.0
2018,TN,Decatur County,US Senator,Democratic,1080.0
2018,TN,DeKalb County,US Senator,Republican,3906.0
2018,TN,DeKalb County,US Senator,Democratic,1984.0
2018,TN,Dickson County,US Senator,Republican,10465.0
2018,TN,Dickson County,US Senator,Democratic,5992.0
2018,TN,Franklin County,US Senator,Republican,8981.0
2018,TN,Franklin County,US Senator,Democratic,4776.0
2018,TN,Gibson County,US Senator,Republican,10407.0
2018,TN,Gibson County,US Senator,Democratic,5353.0
2018,TN,Giles County,US Senator,Republican,6403.0
2018,TN,Giles County,US Senator,Democratic,3082.0
2018,TN,Grainger County,US Senator,Republican,5039.0
2018,TN,Grainger County,US Senator,Democratic,1658.0
2018,TN,Greene County,US Senator,Republican,14844.0
2018,TN,Greene County,US Senator,Democratic,5398.0
2018,TN,Grundy County,US Senator,Republican,2587.0
2018,TN,Grundy County,US Senator,Democratic,1101.0
2018,TN,Hamblen County,US Senator,Republican,12134.0
2018,TN,Hamblen County,US Senator,Democratic,4972.0
2018,TN,Hamilton County,US Senator,Republican,67152.0
2018,TN,Hamilton County,US Senator,Democratic,65119.0
2018,TN,Hancock County,US Senator,Republican,1327.0
2018,TN,Hancock County,US Senator,Democratic,422.0
2018,TN,Hardeman County,US Senator,Republican,3869.0
2018,TN,Hardeman County,US Senator,Democratic,3560.0
2018,TN,Hawkins County,US Senator,Republican,13058.0
2018,TN,Hawkins County,US Senator,Democratic,4222.0
2018,TN,Henderson County,US Senator,Republican,6514.0
2018,TN,Henderson County,US Senator,Democratic,2024.0
2018,TN,Henry County,US Senator,Republican,7190.0
2018,TN,Henry County,US Senator,Democratic,3497.0
2018,TN,Hickman County,US Senator,Republican,4563.0
2018,TN,Hickman County,US Senator,Democratic,2286.0
2018,TN,Houston County,US Senator,Republican,1613.0
2018,TN,Houston County,US Senator,Democratic,1078.0
2018,TN,Jackson County,US Senator,Republican,2514.0
2018,TN,Jackson County,US Senator,Democratic,1361.0
2018,TN,Johnson County,US Senator,Republican,4520.0
2018,TN,Johnson County,US Senator,Democratic,1301.0
2018,TN,Lake County,US Senator,Republican,930.0
2018,TN,Lake County,US Senator,Democratic,490.0
2018,TN,Lauderdale County,US Senator,Republican,3745.0
2018,TN,Lauderdale County,US Senator,Democratic,2810.0
2018,TN,Lawrence County,US Senator,Republican,9365.0
2018,TN,Lawrence County,US Senator,Democratic,3439.0
2018,TN,Lewis County,US Senator,Republican,2836.0
2018,TN,Lewis County,US Senator,Democratic,1177.0
2018,TN,Lincoln County,US Senator,Republican,7949.0
2018,TN,Lincoln County,US Senator,Democratic,2437.0
2018,TN,Loudon County,US Senator,Republican,14834.0
2018,TN,Loudon County,US Senator,Democratic,6371.0
2018,TN,Macon County,US Senator,Republican,4768.0
2018,TN,Macon County,US Senator,Democratic,1483.0
2018,TN,Madison County,US Senator,Republican,17127.0
2018,TN,Madison County,US Senator,Democratic,15316.0
2018,TN,Marion County,US Senator,Republican,5839.0
2018,TN,Marion County,US Senator,Democratic,3166.0
2018,TN,Marshall County,US Senator,Republican,6543.0
2018,TN,Marshall County,US Senator,Democratic,3380.0
2018,TN,Maury County,US Senator,Republican,19569.0
2018,TN,Maury County,US Senator,Democratic,12560.0
2018,TN,McMinn County,US Senator,Republican,11434.0
2018,TN,McMinn County,US Senator,Democratic,4122.0
2018,TN,McNairy County,US Senator,Republican,6007.0
2018,TN,McNairy County,US Senator,Democratic,2036.0
2018,TN,Meigs County,US Senator,Republican,
2018,TN,Meigs County,US Senator,Democratic,
2018,TN,Monroe County,US Senator,Republican,10274.0
2018,TN,Monroe County,US Senator,Democratic,3838.0
2018,TN,Montgomery County,US Senator,Republican,25932.0
2018,TN,Montgomery County,US Senator,Democratic,24807.0
2018,TN,Moore County,US Senator,Republican,1856.0
2018,TN,Moore County,US Senator,Democratic,611.0
2018,TN,Morgan County,US Senator,Republican,4083.0
2018,TN,Morgan County,US Senator,Democratic,1436.0
2018,TN,Overton County,US Senator,Republican,4640.0
2018,TN,Overton County,US Senator,Democratic,2452.0
2018,TN,Perry County,US Senator,Republican,1644.0
2018,TN,Perry County,US Senator,Democratic,724.0
2018,TN,Pickett County,US Senator,Republican,1599.0
2018,TN,Pickett County,US Senator,Democratic,646.0
2018,TN,Polk County,US Senator,Republican,4127.0
2018,TN,Polk County,US Senator,Democratic,1585.0
2018,TN,Putnam County,US Senator,Republican,15230.0
2018,TN,Putnam County,US Senator,Democratic,8750.0
2018,TN,Rhea County,US Senator,Republican,6866.0
2018,TN,Rhea County,US Senator,Democratic,2371.0
2018,TN,Roane County,US Senator,Republican,12727.0
2018,TN,Roane County,US Senator,Democratic,6242.0
2018,TN,Robertson County,US Senator,Republican,15501.0
2018,TN,Robertson County,US Senator,Democratic,8311.0
2018,TN,Rutherford County,US Senator,Republican,52254.0
2018,TN,Rutherford County,US Senator,Democratic,45692.0
2018,TN,Sequatchie County,US Senator,Republican,3564.0
2018,TN,Sequatchie County,US Senator,Democratic,1367.0
2018,TN,Shelby County,US Senator,Republican,96493.0
2018,TN,Shelby County,US Senator,Democratic,190885.0
2018,TN,Smith County,US Senator,Republican,4317.0
2018,TN,Smith County,US Senator,Democratic,2111.0
2018,TN,Stewart County,US Senator,Republican,2938.0
2018,TN,Stewart County,US Senator,Democratic,1492.0
2018,TN,Sullivan County,US Senator,Republican,38753.0
2018,TN,Sullivan County,US Senator,Democratic,15183.0
2018,TN,Sumner County,US Senator,Republican,41099.0
2018,TN,Sumner County,US Senator,Democratic,23762.0
2018,TN,Tipton County,US Senator,Republican,13390.0
2018,TN,Tipton County,US Senator,Democratic,5625.0
2018,TN,Unicoi County,US Senator,Republican,4659.0
2018,TN,Unicoi County,US Senator,Democratic,1554.0
2018,TN,Van Buren County,US Senator,Republican,1451.0
2018,TN,Van Buren County,US Senator,Democratic,711.0
2018,TN,Warren County,US Senator,Republican,7018.0
2018,TN,Warren County,US Senator,Democratic,4200.0
2018,TN,Washington County,US Senator,Republican,28514.0
2018,TN,Washington County,US Senator,Democratic,16246.0
2018,TN,Wayne County,US Senator,Republican,3787.0
2018,TN,Wayne County,US Senator,Democratic,906.0
2018,TN,White County,US Senator,Republican,5979.0
2018,TN,White County,US Senator,Democratic,2293.0
2018,TN,Williamson County,US Senator,Republican,62039.0
2018,TN,Williamson County,US Senator,Democratic,42611.0
2018,TN,Wilson County,US Senator,Republican,32810.0
2018,TN,Wilson County,US Senator,Democratic,19447.0
2018,TX,Anderson County,US Senator,Democratic,3307.0
2018,TX,Anderson County,US Senator,Republican,11335.0
2018,TX,Angelina County,US Senator,Democratic,7130.0
2018,TX,Angelina County,US Senator,Republican,19166.0
2018,TX,Archer County,US Senator,Democratic,376.0
2018,TX,Archer County,US Senator,Republican,3208.0
2018,TX,Armstrong County,US Senator,Democratic,74.0
2018,TX,Armstrong County,US Senator,Republican,819.0
2018,TX,Atascosa County,US Senator,Democratic,4332.0
2018,TX,Atascosa County,US Senator,Republican,7753.0
2018,TX,Bailey County,US Senator,Democratic,405.0
2018,TX,Bailey County,US Senator,Republican,1202.0
2018,TX,Bastrop County,US Senator,Democratic,12082.0
2018,TX,Bastrop County,US Senator,Republican,15067.0
2018,TX,Baylor County,US Senator,Democratic,156.0
2018,TX,Baylor County,US Senator,Republican,1072.0
2018,TX,Bee County,US Senator,Democratic,
2018,TX,Bee County,US Senator,Republican,
2018,TX,Bell County,US Senator,Democratic,38417.0
2018,TX,Bell County,US Senator,Republican,47437.0
2018,TX,Bexar County,US Senator,Democratic,326121.0
2018,TX,Bexar County,US Senator,Republican,217204.0
2018,TX,Blanco County,US Senator,Democratic,1567.0
2018,TX,Blanco County,US Senator,Republican,4180.0
2018,TX,Borden County,US Senator,Democratic,22.0
2018,TX,Borden County,US Senator,Republican,320.0
2018,TX,Bosque County,US Senator,Democratic,1374.0
2018,TX,Bosque County,US Senator,Republican,5718.0
2018,TX,Bowie County,US Senator,Democratic,7960.0
2018,TX,Bowie County,US Senator,Republican,20131.0
2018,TX,Brazoria County,US Senator,Democratic,45228.0
2018,TX,Brazoria County,US Senator,Republican,65693.0
2018,TX,Brazos County,US Senator,Democratic,27876.0
2018,TX,Brazos County,US Senator,Republican,35971.0
2018,TX,Brewster County,US Senator,Democratic,2147.0
2018,TX,Brewster County,US Senator,Republican,1879.0
2018,TX,Brown County,US Senator,Democratic,1671.0
2018,TX,Brown County,US Senator,Republican,10391.0
2018,TX,Burleson County,US Senator,Democratic,1427.0
2018,TX,Burleson County,US Senator,Republican,5079.0
2018,TX,Burnet County,US Senator,Democratic,4444.0
2018,TX,Burnet County,US Senator,Republican,13859.0
2018,TX,Caldwell County,US Senator,Democratic,5227.0
2018,TX,Caldwell County,US Senator,Republican,6147.0
2018,TX,Calhoun County,US Senator,Democratic,1874.0
2018,TX,Calhoun County,US Senator,Republican,4198.0
2018,TX,Callahan County,US Senator,Democratic,610.0
2018,TX,Callahan County,US Senator,Republican,4373.0
2018,TX,Camp County,US Senator,Democratic,1119.0
2018,TX,Camp County,US Senator,Republican,2749.0
2018,TX,Carson County,US Senator,Democratic,244.0
2018,TX,Carson County,US Senator,Republican,2185.0
2018,TX,Castro County,US Senator,Democratic,394.0
2018,TX,Castro County,US Senator,Republican,1219.0
2018,TX,Cherokee County,US Senator,Democratic,3200.0
2018,TX,Cherokee County,US Senator,Republican,11621.0
2018,TX,Clay County,US Senator,Democratic,547.0
2018,TX,Clay County,US Senator,Republican,3710.0
2018,TX,Cochran County,US Senator,Democratic,140.0
2018,TX,Cochran County,US Senator,Republican,541.0
2018,TX,Coke County,US Senator,Democratic,137.0
2018,TX,Coke County,US Senator,Republican,1150.0
2018,TX,Collin County,US Senator,Democratic,165614.0
2018,TX,Collin County,US Senator,Republican,187425.0
2018,TX,Colorado County,US Senator,Democratic,1825.0
2018,TX,Colorado County,US Senator,Republican,5779.0
2018,TX,Comal County,US Senator,Democratic,16830.0
2018,TX,Comal County,US Senator,Republican,44079.0
2018,TX,Comanche County,US Senator,Democratic,781.0
2018,TX,Comanche County,US Senator,Republican,3800.0
2018,TX,Cooke County,US Senator,Democratic,2545.0
2018,TX,Cooke County,US Senator,Republican,11868.0
2018,TX,Coryell County,US Senator,Democratic,5067.0
2018,TX,Coryell County,US Senator,Republican,10626.0
2018,TX,Cottle County,US Senator,Democratic,97.0
2018,TX,Cottle County,US Senator,Republican,458.0
2018,TX,Crane County,US Senator,Democratic,213.0
2018,TX,Crane County,US Senator,Republican,836.0
2018,TX,Crockett County,US Senator,Democratic,340.0
2018,TX,Crockett County,US Senator,Republican,928.0
2018,TX,Crosby County,US Senator,Democratic,437.0
2018,TX,Crosby County,US Senator,Republican,978.0
2018,TX,Culberson County,US Senator,Democratic,521.0
2018,TX,Culberson County,US Senator,Republican,297.0
2018,TX,Dallam County,US Senator,Democratic,139.0
2018,TX,Dallam County,US Senator,Republican,970.0
2018,TX,Dallas County,US Senator,Democratic,481395.0
2018,TX,Dallas County,US Senator,Republican,241126.0
2018,TX,Dawson County,US Senator,Democratic,811.0
2018,TX,Dawson County,US Senator,Republican,2192.0
2018,TX,Deaf Smith County,US Senator,Democratic,1067.0
2018,TX,Deaf Smith County,US Senator,Republican,2680.0
2018,TX,Denton County,US Senator,Democratic,134649.0
